Estacion,Tipo dia,Descripcio_causa_mediata,Descripcio_torn,Descripcio_tipus_accident,Tipo_vehiculo,Genero,Edad
Verano,Laborable,Adelantamiento improcedente,Mati,Colision lateral,Motocicleta,Home,[18;33]
Otono,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Dona,[51;70]
Otono,Laborable,Desobeir samoforo,Tarda,Abast,Motocicleta,Dona,[51;70]
Otono,Laborable,Manca d'atencio a la conduccio,Tarda,Colision lateral,Motocicleta,Dona,[18;33]
Otono,Laborable,Canvi de carril sense precaucio,Tarda,Colision lateral,Motocicleta,Dona,[18;33]
Invierno,Laborable,Manca d'atencio a la conduccio,Mati,Colision lateral,Motocicleta,Home,[51;70]
Invierno,No laborable,No respectar distancies,Tarda,Caiguda (dues rodes),Bicicleta,Home,[18;33]
Invierno,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Motocicleta,Home,[34;50]
Primavera,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Motocicleta,Home,[51;70]
Verano,Laborable,No determinada,Tarda,Caiguda (dues rodes),Motocicleta,Home,[18;33]
Invierno,Laborable,Altres,Mati,Caiguda (dues rodes),Motocicleta,Home,[18;33]
Verano,Laborable,Manca d'atencio a la conduccio,Tarda,Caiguda (dues rodes),Motocicleta,Home,[51;70]
Invierno,Laborable,Altres,Tarda,Bolcada (m̩s de dues rodes),Turisme,Home,[18;33]
Invierno,Laborable,No determinada,Tarda,Bolcada (m̩s de dues rodes),Turisme,Home,[18;33]
Primavera,No laborable,Manca d'atencio a la conduccio,Mati,Caiguda (dues rodes),Motocicleta,Home,[18;33]
Otono,Laborable,Gir indegut o sense precaucio,Tarda,Colision fronto-lateral,Bicicleta,Home,[34;50]
Primavera,No laborable,Envair calzada contraria,Tarda,Colision frontal,Turisme,Dona,[34;50]
Otono,No laborable,Altres,Nit,Caiguda (dues rodes),Motocicleta,Home,[18;33]
Verano,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[18;33]
Otono,No laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Home,[18;33]
Invierno,Laborable,Manca d'atencio a la conduccio,Mati,Colision fronto-lateral,Bicicleta,Home,[18;33]
Verano,Laborable,No determinada,Tarda,Abast,Motocicleta,Home,[51;70]
Otono,No laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Motocicleta,Dona,[51;70]
Otono,Laborable,Desobeir samoforo,Mati,Caiguda (dues rodes),Motocicleta,Home,[51;70]
Otono,Laborable,Altres,Mati,Caiguda (dues rodes),Motocicleta,Dona,[34;50]
Otono,Laborable,No determinada,Mati,Caiguda (dues rodes),Motocicleta,Dona,[34;50]
Primavera,Laborable,Canvi de carril sense precaucio,Tarda,Abast,Motocicleta,Home,[34;50]
Primavera,Laborable,Canvi de carril sense precaucio,Mati,Colision lateral,Motocicleta,Home,[34;50]
Otono,No laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[51;70]
Primavera,Laborable,Manca precaucio incorporacio circulacio,Tarda,Colision lateral,Motocicleta,Home,[34;50]
Verano,Laborable,Desobeir altres senyals,Tarda,Colision fronto-lateral,Motocicleta,Home,[51;70]
Primavera,Laborable,Altres,Mati,Caiguda (dues rodes),Motocicleta,Home,mas 70
Otono,Laborable,Desobeir altres senyals,Mati,Colision fronto-lateral,Motocicleta,Home,[18;33]
Invierno,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Bicicleta,Home,[51;70]
Invierno,Laborable,Desobeir samoforo,Nit,Colision fronto-lateral,Motocicleta,Home,[34;50]
Verano,Laborable,Gir indegut o sense precaucio,Tarda,Colision fronto-lateral,Motocicleta,Home,[18;33]
Otono,Laborable,Altres,Mati,Abast,Motocicleta,Home,[34;50]
Verano,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[51;70]
Invierno,Laborable,Desobeir altres senyals,Tarda,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Home,[34;50]
Otono,Laborable,No respectar distancies,Tarda,Abast multiple,Motocicleta,Home,[34;50]
Verano,Laborable,Manca precaucio incorporacio circulacio,Tarda,Colision lateral,Motocicleta,Home,[18;33]
Otono,Laborable,Manca precaucio incorporacio circulacio,Tarda,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Dona,[18;33]
Otono,Laborable,No respectar distancies,Mati,Abast,Motocicleta,Dona,[18;33]
Otono,Laborable,Adelantamiento improcedente,Nit,Colision lateral,Motocicleta,Dona,[34;50]
Otono,Laborable,Canvi de carril sense precaucio,Mati,Caiguda (dues rodes),Motocicleta,Home,[51;70]
Otono,No laborable,Altres,Mati,Colision lateral,Motocicleta,Dona,[51;70]
Verano,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[18;33]
Otono,Laborable,Manca d'atencio a la conduccio,Mati,Abast,Motocicleta,Dona,[34;50]
Otono,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Motocicleta,Home,[18;33]
Invierno,No laborable,Manca d'atencio a la conduccio,Mati,Abast multiple,Furgoneta,Home,[34;50]
Invierno,Laborable,Canvi de carril sense precaucio,Mati,Colision lateral,Motocicleta,Home,[34;50]
Otono,Laborable,Gir indegut o sense precaucio,Mati,Colision fronto-lateral,Motocicleta,Home,[34;50]
Primavera,No laborable,Manca d'atencio a la conduccio,Tarda,Colision lateral,Bicicleta,Home,[18;33]
Primavera,Laborable,Canvi de carril sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[34;50]
Primavera,Laborable,Manca d'atencio a la conduccio,Tarda,Xoc contra element estatic,Motocicleta,Home,[18;33]
Otono,No laborable,Manca d'atencio a la conduccio,Tarda,Abast,Motocicleta,Home,Menor
Primavera,Laborable,Altres,Tarda,Colision lateral,Motocicleta,Home,[34;50]
Otono,Laborable,Manca d'atencio a la conduccio,Tarda,Abast multiple,Motocicleta,Home,[34;50]
Invierno,Laborable,Altres,Tarda,Altres,Motocicleta,Home,[34;50]
Invierno,Laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Motocicleta,Home,[34;50]
Invierno,No laborable,Altres,Tarda,Colision frontal,Motocicleta,Home,[18;33]
Invierno,Laborable,Desobeir altres senyals,Tarda,Colision fronto-lateral,Motocicleta,Home,[34;50]
Verano,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Dona,[51;70]
Primavera,Laborable,Canvi de carril sense precaucio,Tarda,Abast,Turisme,Home,[34;50]
Invierno,Laborable,Altres,Tarda,Caiguda (dues rodes),Motocicleta,Dona,[18;33]
Invierno,Laborable,No determinada,Tarda,Caiguda (dues rodes),Motocicleta,Dona,[18;33]
Primavera,No laborable,No respectar distancies,Nit,Abast,Motocicleta,Home,[18;33]
Invierno,Laborable,Desobeir altres senyals,Tarda,Colision frontal,Motocicleta,Home,[18;33]
Primavera,Laborable,Envair calzada contraria,Mati,Colision fronto-lateral,Motocicleta,Home,[18;33]
Verano,Laborable,Adelantamiento improcedente,Tarda,Caiguda (dues rodes),Motocicleta,Home,[18;33]
Invierno,Laborable,Desobeir altres senyals,Mati,Colision lateral,Motocicleta,Home,[34;50]
Invierno,Laborable,Desobeir altres senyals,Tarda,Colision fronto-lateral,Bicicleta,Home,[34;50]
Verano,Laborable,Altres,Tarda,Colision fronto-lateral,Motocicleta,Home,[18;33]
Otono,Laborable,Desobeir altres senyals,Mati,Colision lateral,Motocicleta,Home,[34;50]
Primavera,Laborable,Manca precaucio incorporacio circulacio,Mati,Abast,Motocicleta,Home,[34;50]
Verano,No laborable,Manca d'atencio a la conduccio,Nit,Xoc contra element estatic,Turisme,Home,[34;50]
Verano,Laborable,No determinada,Nit,Altres,Motocicleta,Home,[18;33]
Primavera,Laborable,Adelantamiento improcedente,Mati,Colision lateral,Motocicleta,Home,[34;50]
Otono,Laborable,Altres,Mati,Caiguda (dues rodes),Motocicleta,Home,[18;33]
Invierno,Laborable,No respectar distancies,Mati,Colision lateral,Motocicleta,Home,[18;33]
Otono,Laborable,Canvi de carril sense precaucio,Mati,Colision lateral,Motocicleta,Home,[34;50]
Primavera,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Motocicleta,Home,[18;33]
Otono,Laborable,No respectat pas de vianants,Tarda,Colision fronto-lateral,Bicicleta,Home,[18;33]
Verano,No laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Turisme,Dona,[51;70]
Invierno,Laborable,Canvi de carril sense precaucio,Mati,Colision lateral,Motocicleta,Dona,[51;70]
Invierno,No laborable,Desobeir altres senyals,Mati,Colision fronto-lateral,Bicicleta,Home,[18;33]
Primavera,Laborable,Desobeir samoforo,Tarda,Colision lateral,Motocicleta,Dona,[18;33]
Otono,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Motocicleta,Dona,[18;33]
Verano,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Dona,[18;33]
Otono,Laborable,No determinada,Mati,Colision lateral,Motocicleta,Home,[51;70]
Otono,No laborable,Manca d'atencio a la conduccio,Nit,Abast,Turisme,Home,[51;70]
Invierno,Laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Motocicleta,Home,[34;50]
Verano,Laborable,Canvi de carril sense precaucio,Mati,Colision lateral,Motocicleta,Dona,[34;50]
Primavera,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[51;70]
Otono,Laborable,Altres,Mati,Caiguda interior vehicle,Autobus,Home,[34;50]
Otono,Laborable,Desobeir samoforo,Mati,Caiguda (dues rodes),Motocicleta,Home,[34;50]
Verano,Laborable,Manca d'atencio a la conduccio,Mati,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Home,Menor
Verano,Laborable,Fallada mecanica o avaria,Tarda,Xoc contra element estatic,Turisme,Home,[51;70]
Invierno,Laborable,No determinada,Tarda,Xoc contra element estatic,Motocicleta,Home,[34;50]
Verano,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Dona,[34;50]
Primavera,No laborable,Manca d'atencio a la conduccio,Tarda,Abast multiple,Motocicleta,Dona,[18;33]
Primavera,Laborable,Altres,Tarda,Atropellament,Motocicleta,Home,[18;33]
Otono,Laborable,Altres,Mati,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Home,[34;50]
Invierno,Laborable,No respectar distancies,Mati,Abast,Motocicleta,Home,[34;50]
Invierno,Laborable,Manca d'atencio a la conduccio,Mati,Colision lateral,Motocicleta,Dona,[18;33]
Primavera,No laborable,Manca d'atencio a la conduccio,Tarda,Abast,Motocicleta,Home,[34;50]
Verano,No laborable,Canvi de carril sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[18;33]
Primavera,Laborable,Adelantamiento improcedente,Mati,Colision lateral,Motocicleta,Home,[18;33]
Verano,Laborable,Manca d'atencio a la conduccio,Mati,Colision fronto-lateral,Motocicleta,Dona,[34;50]
Invierno,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[18;33]
Invierno,Laborable,No respectar distancies,Mati,Abast,Motocicleta,Home,[51;70]
Primavera,Laborable,Manca d'atencio a la conduccio,Nit,Abast multiple,Motocicleta,Home,[51;70]
Primavera,Laborable,Altres,Nit,Colision frontal,Motocicleta,Home,[34;50]
Invierno,Laborable,Manca precaucio incorporacio circulacio,Tarda,Colision fronto-lateral,Motocicleta,Dona,[51;70]
Invierno,Laborable,No respectar distancies,Tarda,Abast,Turisme,Home,[18;33]
Invierno,No laborable,Desobeir samoforo,Mati,Colision frontal,Motocicleta,Home,[18;33]
Primavera,Laborable,No respectat pas de vianants,Mati,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Home,[18;33]
Otono,Laborable,No cedir la dreta,Tarda,Abast,Motocicleta,Dona,[18;33]
Otono,No laborable,Manca d'atencio a la conduccio,Tarda,Xoc contra element estatic,Turisme,Home,[18;33]
Primavera,No laborable,No respectar distancies,Mati,Abast,Motocicleta,Dona,[34;50]
Verano,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Motocicleta,Home,[18;33]
Otono,Laborable,Manca d'atencio a la conduccio,Nit,Colision lateral,Motocicleta,Dona,[34;50]
Invierno,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Dona,[18;33]
Otono,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Motocicleta,Dona,[34;50]
Invierno,Laborable,No determinada,Mati,Colision lateral,Motocicleta,Dona,[34;50]
Invierno,Laborable,Altres,Mati,Caiguda (dues rodes),Motocicleta,Home,[51;70]
Verano,Laborable,Manca d'atencio a la conduccio,Tarda,Colision lateral,Motocicleta,Home,[34;50]
Verano,Laborable,Desobeir altres senyals,Tarda,Colision lateral,Motocicleta,Home,[51;70]
Verano,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[34;50]
Invierno,No laborable,Adelantamiento improcedente,Mati,Abast,Motocicleta,Home,[51;70]
Invierno,Laborable,Manca d'atencio a la conduccio,Tarda,Colision lateral,Motocicleta,Home,[18;33]
Invierno,No laborable,Manca d'atencio a la conduccio,Mati,Xoc contra element estatic,Turisme,Home,[34;50]
Otono,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[51;70]
Primavera,No laborable,Manca d'atencio a la conduccio,Mati,Abast,Motocicleta,Dona,[18;33]
Otono,No laborable,Manca d'atencio a la conduccio,Mati,Abast multiple,Turisme,Home,[51;70]
Otono,Laborable,Manca d'atencio a la conduccio,Mati,Abast,Turisme,Dona,[18;33]
Invierno,Laborable,No determinada,Mati,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Dona,[18;33]
Verano,Laborable,Desobeir altres senyals,Mati,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Dona,[34;50]
Verano,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[18;33]
Primavera,Laborable,Manca d'atencio a la conduccio,Mati,Abast multiple,Turisme,Dona,[34;50]
Otono,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Motocicleta,Home,[51;70]
Invierno,Laborable,Desobeir altres senyals,Mati,Colision fronto-lateral,Motocicleta,Home,[34;50]
Otono,No laborable,Manca precaucio incorporacio circulacio,Mati,Colision fronto-lateral,Motocicleta,Home,[34;50]
Invierno,Laborable,No cedir la dreta,Tarda,Colision frontal,Motocicleta,Home,[18;33]
Verano,Laborable,Canvi de carril sense precaucio,Mati,Colision lateral,Motocicleta,Dona,[34;50]
Verano,No laborable,Manca precaucio efectuar marxa enrera,Tarda,Altres,Motocicleta,Home,[18;33]
Verano,Laborable,No determinada,Tarda,Altres,Veh. Mobilidad personal con o sin motor,Home,[18;33]
Verano,No laborable,No respectar distancies,Tarda,Abast,Turisme,Dona,[34;50]
Invierno,Laborable,No determinada,Mati,Abast,Turisme,Home,[34;50]
Primavera,Laborable,Altres,Mati,Colision frontal,Veh. Mobilidad personal con o sin motor,Home,[34;50]
Verano,Laborable,Manca d'atencio a la conduccio,Mati,Colision lateral,Motocicleta,Home,mas 70
Verano,Laborable,Adelantamiento improcedente,Tarda,Colision lateral,Motocicleta,Home,[34;50]
Invierno,Laborable,Manca d'atencio a la conduccio,Tarda,Abast multiple,Motocicleta,Home,[34;50]
Verano,No laborable,Altres,Tarda,Xoc contra element estatic,Turisme,Home,[18;33]
Otono,Laborable,No respectar distancies,Tarda,Colision fronto-lateral,Motocicleta,Home,Menor
Verano,No laborable,No determinada,Nit,Abast,Turisme,Home,[51;70]
Primavera,Laborable,Manca d'atencio a la conduccio,Mati,Abast,Motocicleta,Dona,[34;50]
Invierno,Laborable,Manca d'atencio a la conduccio,Mati,Abast,Motocicleta,Home,[18;33]
Otono,Laborable,No cedir la dreta,Tarda,Colision fronto-lateral,Turisme,Dona,[18;33]
Otono,Laborable,Manca d'atencio a la conduccio,Mati,Abast multiple,Turisme,Dona,[51;70]
Primavera,No laborable,No respectar distancies,Mati,Abast multiple,Furgoneta,Home,[34;50]
Otono,Laborable,Altres,Tarda,Persecucion,Motocicleta,Home,[34;50]
Verano,Laborable,Manca precaucio incorporacio circulacio,Mati,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Home,[51;70]
Primavera,Laborable,Desobeir altres senyals,Tarda,Colision lateral,Motocicleta,Home,mas 70
Otono,Laborable,Altres,Mati,Xoc contra element estatic,Furgoneta,Home,[34;50]
Verano,Laborable,Manca d'atencio a la conduccio,Mati,Abast,Turisme,Home,[18;33]
Verano,Laborable,Altres,Nit,Abast,Turisme,Home,[34;50]
Verano,Laborable,Manca d'atencio a la conduccio,Nit,Colision lateral,Motocicleta,Home,[51;70]
Verano,Laborable,Adelantamiento improcedente,Nit,Colision lateral,Motocicleta,Home,[51;70]
Primavera,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[51;70]
Verano,No laborable,Manca d'atencio a la conduccio,Mati,Abast multiple,Turisme,Dona,[34;50]
Invierno,No laborable,Manca precaucio incorporacio circulacio,Mati,Colision fronto-lateral,Turisme,Home,[18;33]
Otono,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[51;70]
Otono,No laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Motocicleta,Home,[34;50]
Verano,Laborable,Manca d'atencio a la conduccio,Nit,Persecucion,Motocicleta,Home,[18;33]
Primavera,No laborable,No determinada,Tarda,Colision fronto-lateral,Bicicleta,Home,[18;33]
Primavera,No laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[18;33]
Otono,No laborable,Manca d'atencio a la conduccio,Nit,Abast,Motocicleta,Home,[51;70]
Otono,Laborable,Canvi de carril sense precaucio,Mati,Colision lateral,Motocicleta,Dona,[34;50]
Verano,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Motocicleta,Dona,[18;33]
Primavera,Laborable,Gir indegut o sense precaucio,Tarda,Colision frontal,Bicicleta,Home,[18;33]
Primavera,No laborable,Altres,Mati,Caiguda interior vehicle,Autobus,Home,[34;50]
Otono,Laborable,Gir indegut o sense precaucio,Mati,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Dona,[34;50]
Primavera,Laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Motocicleta,Home,[34;50]
Otono,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[18;33]
Invierno,No laborable,No respectar distancies,Tarda,Abast multiple,Motocicleta,Home,[18;33]
Otono,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Motocicleta,Home,[18;33]
Invierno,Laborable,Manca d'atencio a la conduccio,Tarda,Abast multiple,Motocicleta,Dona,[18;33]
Otono,Laborable,Manca d'atencio a la conduccio,Tarda,Atropellament,Veh. Mobilidad personal con o sin motor,Dona,[51;70]
Primavera,Laborable,Canvi de carril sense precaucio,Tarda,Caiguda (dues rodes),Motocicleta,Home,[34;50]
Invierno,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Motocicleta,Home,[34;50]
Otono,Laborable,No determinada,Mati,Caiguda (dues rodes),Motocicleta,Home,[51;70]
Otono,Laborable,Adelantamiento improcedente,Tarda,Colision lateral,Motocicleta,Dona,[51;70]
Verano,Laborable,Altres,Tarda,Abast,Motocicleta,Dona,[18;33]
Otono,No laborable,No respectar distancies,Tarda,Abast,Turisme,Dona,[18;33]
Verano,Laborable,Desobeir samoforo,Nit,Colision fronto-lateral,Motocicleta,Home,[51;70]
Verano,Laborable,Desobeir samoforo,Nit,Colision fronto-lateral,Turisme,Home,[18;33]
Verano,No laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Bicicleta,Home,[51;70]
Otono,No laborable,Manca d'atencio a la conduccio,Tarda,Altres,Bicicleta,Home,[34;50]
Invierno,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Turisme,Dona,[51;70]
Primavera,Laborable,Altres,Mati,Caiguda interior vehicle,Motocicleta,Dona,[18;33]
Verano,Laborable,Manca d'atencio a la conduccio,Mati,Abast,Motocicleta,Home,[34;50]
Invierno,Laborable,No respectar distancies,Mati,Abast,Turisme,Home,[34;50]
Otono,Laborable,Adelantamiento improcedente,Tarda,Colision lateral,Turisme,Home,[51;70]
Invierno,Laborable,Manca precaucio efectuar marxa enrera,Tarda,Caiguda (dues rodes),Motocicleta,Dona,[51;70]
Invierno,No laborable,Manca d'atencio a la conduccio,Nit,Caiguda (dues rodes),Motocicleta,Home,[18;33]
Verano,No laborable,Gir indegut o sense precaucio,Mati,Colision fronto-lateral,Motocicleta,Home,[18;33]
Primavera,No laborable,Manca d'atencio a la conduccio,Tarda,Abast,Motocicleta,Home,[51;70]
Primavera,No laborable,Manca d'atencio a la conduccio,Nit,Caiguda (dues rodes),Motocicleta,Home,[18;33]
Invierno,Laborable,Desobeir altres senyals,Mati,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Home,[34;50]
Invierno,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Turisme,Home,[51;70]
Invierno,No laborable,Gir indegut o sense precaucio,Mati,Colision lateral,Motocicleta,Dona,[34;50]
Invierno,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[34;50]
Verano,Laborable,Manca precaucio incorporacio circulacio,Mati,Colision lateral,Bicicleta,Home,[51;70]
Primavera,Laborable,Manca d'atencio a la conduccio,Nit,Colision frontal,Motocicleta,Home,[18;33]
Primavera,No laborable,Altres,Nit,Colision fronto-lateral,Bicicleta,Home,[34;50]
Otono,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Turisme,Home,[51;70]
Primavera,Laborable,No respectar distancies,Mati,Abast,Motocicleta,Home,[18;33]
Primavera,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Altres vehicles amb o sense motor,Home,[51;70]
Otono,Laborable,Manca precaucio incorporacio circulacio,Tarda,Colision fronto-lateral,Motocicleta,Home,[34;50]
Primavera,Laborable,Manca precaucio incorporacio circulacio,Mati,Caiguda (dues rodes),Motocicleta,Dona,[34;50]
Otono,Laborable,Desobeir altres senyals,Tarda,Colision lateral,Bicicleta,Home,[51;70]
Verano,Laborable,Altres,Mati,Altres,Veh. Mobilidad personal con o sin motor,Home,[34;50]
Invierno,Laborable,Gir indegut o sense precaucio,Mati,Colision lateral,Motocicleta,Dona,[34;50]
Invierno,Laborable,Manca d'atencio a la conduccio,Mati,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Home,[18;33]
Otono,Laborable,Desobeir altres senyals,Mati,Caiguda (dues rodes),Motocicleta,Home,[51;70]
Otono,Laborable,Desobeir altres senyals,Nit,Abast,Turisme,Dona,[18;33]
Otono,No laborable,Gir indegut o sense precaucio,Tarda,Colision fronto-lateral,Turisme,Home,[18;33]
Verano,Laborable,No determinada,Nit,Colision lateral,Turisme,Dona,[18;33]
Invierno,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[51;70]
Verano,Laborable,Gir indegut o sense precaucio,Nit,Xoc contra element estatic,Turisme,Home,[18;33]
Primavera,Laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Turisme,Home,mas 70
Otono,Laborable,Manca d'atencio a la conduccio,Nit,Abast,Turisme,Dona,[34;50]
Verano,Laborable,Manca d'atencio a la conduccio,Mati,Abast,Furgoneta,Dona,[18;33]
Invierno,No laborable,No respectar distancies,Mati,Abast,Motocicleta,Home,[34;50]
Otono,Laborable,Canvi de carril sense precaucio,Mati,Caiguda (dues rodes),Motocicleta,Dona,[34;50]
Verano,Laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Dona,[18;33]
Invierno,Laborable,Manca d'atencio a la conduccio,Mati,Colision lateral,Turisme,Home,[18;33]
Verano,No laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Motocicleta,Dona,[51;70]
Invierno,No laborable,Gir indegut o sense precaucio,Tarda,Colision frontal,Bicicleta,Home,[18;33]
Primavera,No laborable,Adelantamiento improcedente,Mati,Colision lateral,Motocicleta,Home,[34;50]
Primavera,No laborable,Manca d'atencio a la conduccio,Tarda,Colision fronto-lateral,Bicicleta,Home,Menor
Invierno,Laborable,Manca d'atencio a la conduccio,Tarda,Xoc contra element estatic,Motocicleta,Home,[18;33]
Otono,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Motocicleta,Home,[51;70]
Invierno,Laborable,Manca precaucio incorporacio circulacio,Tarda,Colision lateral,Motocicleta,Home,[34;50]
Invierno,Laborable,Adelantamiento improcedente,Tarda,Colision lateral,Motocicleta,Home,[34;50]
Invierno,Laborable,Adelantamiento improcedente,Mati,Colision lateral,Motocicleta,Home,[51;70]
Invierno,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Home,[18;33]
Primavera,Laborable,Canvi de carril sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[18;33]
Invierno,Laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Motocicleta,Home,[34;50]
Verano,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Veh. Mobilidad personal con o sin motor,Home,[18;33]
Primavera,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Home,[18;33]
Primavera,Laborable,Canvi de carril sense precaucio,Tarda,Colision lateral,Motocicleta,Dona,[51;70]
Invierno,Laborable,Manca d'atencio a la conduccio,Mati,Atropellament,Veh. Mobilidad personal con o sin motor,Home,[18;33]
Invierno,Laborable,Gir indegut o sense precaucio,Mati,Colision lateral,Motocicleta,Home,[34;50]
Primavera,Laborable,No respectat pas de vianants,Tarda,Atropellament,Motocicleta,Home,[34;50]
Primavera,Laborable,Manca d'atencio a la conduccio,Nit,Caiguda (dues rodes),Motocicleta,Home,[18;33]
Verano,No laborable,Altres,Tarda,Colision lateral,Motocicleta,Home,[51;70]
Primavera,Laborable,Gir indegut o sense precaucio,Tarda,Colision fronto-lateral,Motocicleta,Home,mas 70
Primavera,Laborable,No determinada,Mati,Colision lateral,Motocicleta,Home,[51;70]
Primavera,Laborable,Adelantamiento improcedente,Mati,Abast,Veh. Mobilidad personal con o sin motor,Dona,[18;33]
Invierno,Laborable,Canvi de carril sense precaucio,Mati,Colision lateral,Motocicleta,Dona,[18;33]
Verano,Laborable,No respectar distancies,Tarda,Abast,Turisme,Dona,[18;33]
Verano,No laborable,Canvi de carril sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[34;50]
Verano,Laborable,Gir indegut o sense precaucio,Mati,Colision fronto-lateral,Motocicleta,Home,[51;70]
Invierno,Laborable,No respectar distancies,Mati,Abast,Motocicleta,Dona,[34;50]
Otono,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Motocicleta,Home,[34;50]
Otono,No laborable,Altres,Mati,Xoc contra element estatic,Motocicleta,Home,[51;70]
Otono,No laborable,No cedir la dreta,Nit,Colision fronto-lateral,Bicicleta,Home,[51;70]
Invierno,Laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Turisme,Home,mas 70
Verano,Laborable,Altres,Mati,Caiguda (dues rodes),Bicicleta,Dona,[34;50]
Verano,Laborable,No determinada,Tarda,Abast,Turisme,Home,[34;50]
Primavera,Laborable,No respectat pas de vianants,Tarda,Colision fronto-lateral,Bicicleta,Home,[34;50]
Otono,No laborable,Manca d'atencio a la conduccio,Mati,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Home,[18;33]
Invierno,Laborable,Altres,Tarda,Colision frontal,Bicicleta,Home,[18;33]
Verano,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[51;70]
Invierno,Laborable,No respectar distancies,Tarda,Abast,Turisme,Home,[34;50]
Verano,Laborable,No respectar distancies,Mati,Abast multiple,Motocicleta,Home,[18;33]
Otono,Laborable,Manca d'atencio a la conduccio,Nit,Xoc contra element estatic,Motocicleta,Home,[18;33]
Primavera,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[34;50]
